,Suburb,Price,Date,CouncilArea
2280,Elwood,485000.0,8/10/2016,Port Phillip
2281,Elwood,660000.0,8/10/2016,Port Phillip
2282,Elwood,575000.0,8/10/2016,Port Phillip
2283,Elwood,590000.0,10/09/2016,Port Phillip
2284,Elwood,1238000.0,11/02/2017,Port Phillip
2285,Elwood,640000.0,11/02/2017,Port Phillip
2286,Elwood,510000.0,11/03/2017,Glen Eira
2287,Elwood,717000.0,12/06/2016,Port Phillip
2288,Elwood,1875000.0,12/11/2016,Port Phillip
2289,Elwood,1180000.0,12/11/2016,Port Phillip
2290,Elwood,780000.0,12/11/2016,Port Phillip
2291,Elwood,878500.0,12/11/2016,Port Phillip
2292,Elwood,3572000.0,12/11/2016,Port Phillip
2293,Elwood,1015000.0,13/08/2016,Port Phillip
2294,Elwood,940000.0,14/05/2016,Port Phillip
2295,Elwood,630000.0,15/10/2016,Port Phillip
2296,Elwood,1700000.0,16/04/2016,Port Phillip
2297,Elwood,686000.0,16/04/2016,Port Phillip
2298,Elwood,560000.0,16/04/2016,Port Phillip
2299,Elwood,765000.0,16/04/2016,Port Phillip
2300,Elwood,670000.0,16/07/2016,Port Phillip
2301,Elwood,1625000.0,17/09/2016,Port Phillip
2302,Elwood,1122000.0,17/09/2016,Port Phillip
2303,Elwood,559000.0,17/09/2016,Port Phillip
2304,Elwood,369000.0,18/03/2017,Port Phillip
2305,Elwood,525500.0,18/03/2017,Port Phillip
2306,Elwood,2400000.0,18/06/2016,Port Phillip
2307,Elwood,655000.0,18/06/2016,Port Phillip
2308,Elwood,684000.0,19/11/2016,Port Phillip
2309,Elwood,451000.0,19/11/2016,Port Phillip
2310,Elwood,500000.0,22/05/2016,Port Phillip
2311,Elwood,680000.0,24/09/2016,Port Phillip
2312,Elwood,600000.0,24/09/2016,Port Phillip
2313,Elwood,370000.0,24/09/2016,Port Phillip
2314,Elwood,612000.0,24/09/2016,Port Phillip
2315,Elwood,1561000.0,25/02/2017,Port Phillip
2316,Elwood,390000.0,25/02/2017,Port Phillip
2317,Elwood,313000.0,25/02/2017,Port Phillip
2318,Elwood,630000.0,25/02/2017,Port Phillip
2319,Elwood,1675000.0,25/02/2017,Port Phillip
2320,Elwood,470000.0,25/02/2017,Port Phillip
2321,Elwood,640000.0,25/02/2017,Port Phillip
2322,Elwood,932000.0,25/02/2017,Port Phillip
2323,Elwood,645000.0,25/02/2017,Port Phillip
2324,Elwood,347000.0,25/02/2017,Port Phillip
2325,Elwood,875000.0,26/07/2016,Port Phillip
2326,Elwood,582500.0,26/07/2016,Port Phillip
2327,Elwood,570000.0,26/07/2016,Port Phillip
2328,Elwood,1875000.0,27/06/2016,Port Phillip
2329,Elwood,326000.0,27/06/2016,Port Phillip
2330,Elwood,340000.0,27/06/2016,Port Phillip
2331,Elwood,2200000.0,27/06/2016,Port Phillip
2332,Elwood,687500.0,27/06/2016,Port Phillip
2333,Elwood,680000.0,27/11/2016,Port Phillip
2334,Elwood,730000.0,27/11/2016,Port Phillip
2335,Elwood,526000.0,27/11/2016,Port Phillip
2336,Elwood,920000.0,27/11/2016,Port Phillip
2337,Elwood,1830000.0,28/05/2016,Port Phillip
2338,Elwood,572500.0,28/08/2016,Port Phillip
2339,Elwood,1925000.0,28/08/2016,Port Phillip
2340,Essendon,1425000.0,3/09/2016,Moonee Valley
2341,Essendon,660000.0,3/09/2016,Moonee Valley
2342,Essendon,550000.0,3/09/2016,Moonee Valley
2343,Essendon,980000.0,3/12/2016,Moonee Valley
2344,Essendon,1295000.0,3/12/2016,Moonee Valley
2345,Essendon,1900000.0,3/12/2016,Moonee Valley
2346,Essendon,595000.0,3/12/2016,Moonee Valley
2347,Essendon,911000.0,4/02/2016,Moonee Valley
2348,Essendon,900000.0,4/03/2017,Moonee Valley
2349,Essendon,645000.0,4/03/2017,Moonee Valley
2350,Essendon,1965000.0,4/03/2017,Moonee Valley
2351,Essendon,840000.0,4/03/2017,Moonee Valley
2352,Essendon,702500.0,4/03/2017,Moonee Valley
2353,Essendon,960000.0,4/03/2017,Moonee Valley
2354,Essendon,1670000.0,4/03/2017,Moonee Valley
2355,Essendon,1100000.0,4/06/2016,Moonee Valley
2356,Essendon,1800000.0,4/06/2016,Moonee Valley
2357,Essendon,1250000.0,6/08/2016,Moonee Valley
2358,Essendon,1365000.0,7/05/2016,Moonee Valley
2359,Essendon,1130000.0,7/05/2016,Moonee Valley
2360,Essendon,370000.0,7/11/2016,Moonee Valley
2361,Essendon,1467000.0,7/11/2016,Moonee Valley
2362,Essendon,1315000.0,7/11/2016,Moonee Valley
2363,Essendon,2390000.0,7/11/2016,Moonee Valley
2364,Essendon,1240000.0,8/10/2016,Moonee Valley
2365,Essendon,456000.0,8/10/2016,Moonee Valley
2366,Essendon,2800000.0,8/10/2016,Moonee Valley
2367,Essendon,325000.0,8/10/2016,Moonee Valley
2368,Essendon,521000.0,10/09/2016,Moonee Valley
2369,Essendon,645000.0,10/09/2016,Moonee Valley
2370,Essendon,1160000.0,10/09/2016,Moonee Valley
2371,Essendon,445000.0,10/12/2016,Moonee Valley
2372,Essendon,2620000.0,10/12/2016,Moonee Valley
2373,Essendon,1226000.0,10/12/2016,Moonee Valley
2374,Essendon,825000.0,10/12/2016,Moonee Valley
2375,Essendon,1402000.0,11/02/2017,Moonee Valley
2376,Essendon,897000.0,11/02/2017,Moonee Valley
2377,Essendon,1240000.0,11/03/2017,Moonee Valley
2378,Essendon,1990000.0,12/06/2016,Moonee Valley
2379,Essendon,855000.0,12/06/2016,Moonee Valley
2380,Essendon,1775000.0,12/06/2016,Moonee Valley
2381,Essendon,411000.0,12/11/2016,Moonee Valley
2382,Essendon,1275000.0,12/11/2016,Moonee Valley
2383,Essendon,1800000.0,12/11/2016,Moonee Valley
2384,Essendon,1590000.0,12/11/2016,Moonee Valley
2385,Essendon,606000.0,12/11/2016,Moonee Valley
2386,Essendon,1385000.0,12/11/2016,Moonee Valley
2387,Essendon,650000.0,13/08/2016,Moonee Valley
2388,Essendon,460000.0,14/05/2016,Moonee Valley
2389,Essendon,1000000.0,14/05/2016,Moonee Valley
2390,Essendon,980000.0,14/05/2016,Moonee Valley
2391,Essendon,520000.0,15/10/2016,Moonee Valley
2392,Essendon,585000.0,15/10/2016,Moonee Valley
2393,Essendon,1295000.0,15/10/2016,Moonee Valley
2394,Essendon,720000.0,15/10/2016,Moonee Valley
2395,Essendon,732500.0,15/10/2016,Moonee Valley
2396,Essendon,1635000.0,15/10/2016,Moonee Valley
2397,Essendon,485000.0,15/10/2016,Moonee Valley
2398,Essendon,980000.0,15/10/2016,Moonee Valley
2399,Essendon,840000.0,15/10/2016,Moonee Valley
2400,Essendon,1001000.0,15/10/2016,Moonee Valley
2401,Essendon,891000.0,15/10/2016,Moonee Valley
2402,Essendon,800000.0,16/04/2016,Moonee Valley
2403,Essendon,1575000.0,16/04/2016,Moonee Valley
2404,Essendon,280000.0,16/04/2016,Moonee Valley
2405,Essendon,1467000.0,16/04/2016,Moonee Valley
2406,Essendon,770000.0,16/04/2016,Moonee Valley
2407,Essendon,446000.0,16/04/2016,Moonee Valley
2408,Essendon,890000.0,16/04/2016,Moonee Valley
2409,Essendon,870000.0,16/07/2016,Moonee Valley
2410,Essendon,1500000.0,16/07/2016,Moonee Valley
2411,Essendon,1266000.0,16/07/2016,Moonee Valley
2412,Essendon,1134000.0,17/09/2016,Moonee Valley
2413,Essendon,1756000.0,17/09/2016,Moonee Valley
2414,Essendon,320500.0,17/09/2016,Moonee Valley
2415,Essendon,650000.0,17/09/2016,Moonee Valley
2416,Essendon,1065000.0,17/09/2016,Moonee Valley
2417,Essendon,667000.0,17/09/2016,Moonee Valley
2418,Essendon,1610000.0,17/09/2016,Moonee Valley
2419,Essendon,1695000.0,18/03/2017,Moonee Valley
2420,Essendon,930000.0,18/03/2017,Moonee Valley
2421,Essendon,1870000.0,18/03/2017,Moonee Valley
2422,Essendon,395000.0,18/03/2017,Moonee Valley
2423,Essendon,1726000.0,18/03/2017,Moonee Valley
2424,Essendon,1050000.0,18/03/2017,Moonee Valley
2425,Essendon,1470000.0,18/03/2017,Moonee Valley
2426,Essendon,801500.0,18/03/2017,Moonee Valley
2427,Essendon,480000.0,18/03/2017,Moonee Valley
2428,Essendon,1475000.0,18/06/2016,Moonee Valley
2429,Essendon,750000.0,18/06/2016,Moonee Valley
2430,Essendon,390000.0,18/06/2016,Moonee Valley
2431,Essendon,453000.0,19/11/2016,Moonee Valley
2432,Essendon,1170000.0,19/11/2016,Moonee Valley
2433,Essendon,1600000.0,19/11/2016,Moonee Valley
2434,Essendon,1535000.0,19/11/2016,Moonee Valley
2435,Essendon,1400000.0,19/11/2016,Moonee Valley
2436,Essendon,435000.0,19/11/2016,Moonee Valley
2437,Essendon,457000.0,22/08/2016,Moonee Valley
2438,Essendon,1460000.0,22/08/2016,Moonee Valley
2439,Essendon,736000.0,23/04/2016,Moonee Valley
2440,Essendon,405000.0,24/09/2016,Moonee Valley
2441,Essendon,450000.0,24/09/2016,Moonee Valley
2442,Essendon,740000.0,24/09/2016,Moonee Valley
2443,Essendon,691000.0,25/02/2017,Moonee Valley
2444,Essendon,370000.0,25/02/2017,Moonee Valley
2445,Essendon,2355000.0,25/02/2017,Moonee Valley
2446,Essendon,1255000.0,25/02/2017,Moonee Valley
2447,Essendon,1560000.0,25/02/2017,Moonee Valley
2448,Essendon,1330000.0,26/07/2016,Moonee Valley
2449,Essendon,1625000.0,26/07/2016,Moonee Valley
2450,Essendon,1150000.0,26/07/2016,Moonee Valley
2451,Essendon,1085000.0,27/06/2016,Moonee Valley
2452,Essendon,1800000.0,27/06/2016,Moonee Valley
2453,Essendon,360000.0,27/06/2016,Moonee Valley
2454,Essendon,645000.0,27/06/2016,Moonee Valley
2455,Essendon,250000.0,27/06/2016,Moonee Valley
2456,Essendon,1630000.0,27/11/2016,Moonee Valley
2457,Essendon,850000.0,27/11/2016,Moonee Valley
2458,Essendon,872000.0,27/11/2016,Moonee Valley
2459,Essendon,935000.0,27/11/2016,Moonee Valley
2460,Essendon,630000.0,27/11/2016,Moonee Valley
2461,Essendon,440000.0,27/11/2016,Moonee Valley
2462,Essendon,1811000.0,27/11/2016,Moonee Valley
2463,Essendon,1500000.0,28/05/2016,Moonee Valley
2464,Essendon,1290000.0,28/05/2016,Moonee Valley
2465,Essendon,1045000.0,28/05/2016,Moonee Valley
2466,Essendon,1290000.0,28/08/2016,Moonee Valley
2467,Essendon,953000.0,28/08/2016,Moonee Valley
2468,Essendon,1100000.0,28/08/2016,Moonee Valley
2469,Essendon,820000.0,28/08/2016,Moonee Valley
2470,Essendon,1270000.0,28/08/2016,Moonee Valley
2471,Essendon,1445000.0,28/08/2016,Moonee Valley
2472,Essendon,1113000.0,28/08/2016,Moonee Valley
2473,Essendon,370000.0,28/08/2016,Moonee Valley
2474,Essendon,1505000.0,30/07/2016,Moonee Valley
2475,Essendon,590000.0,30/07/2016,Moonee Valley
2476,Essendon North,396000.0,3/09/2016,Moonee Valley
2477,Essendon North,1580000.0,4/06/2016,Moonee Valley
2478,Essendon North,393000.0,6/08/2016,Moonee Valley
2479,Essendon North,260000.0,10/09/2016,Moonee Valley
2480,Essendon North,1320000.0,14/05/2016,Moonee Valley
2481,Essendon North,450000.0,14/05/2016,Moonee Valley
2482,Essendon North,1360000.0,18/03/2017,Moonee Valley
2483,Essendon North,340000.0,18/06/2016,Moonee Valley
2484,Essendon North,765000.0,19/11/2016,Moonee Valley
2485,Essendon North,1605000.0,22/08/2016,Moonee Valley
2486,Essendon North,712000.0,22/08/2016,Moonee Valley
2487,Essendon North,1425000.0,25/02/2017,Moonee Valley
2488,Fairfield,1250000.0,3/09/2016,Darebin
2489,Fairfield,1350000.0,3/12/2016,Darebin
2490,Fairfield,1125000.0,4/06/2016,Darebin
2491,Fairfield,1064000.0,6/08/2016,Darebin
2492,Fairfield,1220000.0,7/05/2016,Darebin
2493,Fairfield,1160000.0,7/05/2016,Darebin
2494,Fairfield,505000.0,7/11/2016,Darebin
2495,Fairfield,602000.0,7/11/2016,Yarra
2496,Fairfield,846000.0,8/10/2016,Darebin
2497,Fairfield,400000.0,10/09/2016,Darebin
2498,Fairfield,610000.0,10/12/2016,Darebin
2499,Fairfield,445000.0,10/12/2016,Darebin
2500,Fairfield,730000.0,11/02/2017,Darebin
2501,Fairfield,1730000.0,15/10/2016,Darebin
2502,Fairfield,438000.0,15/10/2016,Darebin
2503,Fairfield,1700000.0,18/03/2017,Darebin
2504,Fairfield,510000.0,18/03/2017,Darebin
2505,Fairfield,300000.0,18/03/2017,Yarra
2506,Fairfield,750000.0,18/06/2016,Darebin
2507,Fairfield,2350000.0,18/06/2016,Darebin
2508,Fairfield,1350000.0,19/11/2016,Darebin
2509,Fairfield,2000000.0,22/05/2016,Darebin
2510,Fairfield,1010000.0,22/08/2016,Darebin
2511,Fairfield,1065000.0,23/04/2016,Darebin
2512,Fairfield,805000.0,24/09/2016,Darebin
2513,Fairfield,1055000.0,27/06/2016,Darebin
2514,Fairfield,548000.0,27/06/2016,Yarra
2515,Fairfield,1500000.0,27/11/2016,Darebin
2516,Fairfield,600000.0,27/11/2016,Darebin
2517,Fairfield,1510000.0,28/05/2016,Darebin
2518,Fairfield,545000.0,28/08/2016,Darebin
2519,Fairfield,1145000.0,28/08/2016,Darebin
2520,Fairfield,1375000.0,28/08/2016,Darebin
2521,Fitzroy,1000000.0,3/09/2016,Yarra
2522,Fitzroy,1252000.0,3/09/2016,Yarra
2523,Fitzroy,810000.0,6/08/2016,Yarra
2524,Fitzroy,692000.0,7/05/2016,Yarra
2525,Fitzroy,1780000.0,7/11/2016,Yarra
2526,Fitzroy,947500.0,7/11/2016,Yarra
2527,Fitzroy,1460000.0,12/11/2016,Yarra
2528,Fitzroy,1520000.0,12/11/2016,Yarra
2529,Fitzroy,880000.0,13/08/2016,Yarra
2530,Fitzroy,3310000.0,13/08/2016,Yarra
2531,Fitzroy,1481000.0,13/08/2016,Yarra
2532,Fitzroy,2200000.0,16/04/2016,Yarra
2533,Fitzroy,1250000.0,17/09/2016,Yarra
2534,Fitzroy,1440000.0,17/09/2016,Yarra
2535,Fitzroy,1315000.0,18/03/2017,Yarra
2536,Fitzroy,1950000.0,18/06/2016,Yarra
2537,Fitzroy,597000.0,18/06/2016,Yarra
2538,Fitzroy,650000.0,18/06/2016,Yarra
2539,Fitzroy,465000.0,19/11/2016,Yarra
2540,Fitzroy,1620000.0,22/05/2016,Yarra
2541,Fitzroy,1600000.0,22/05/2016,Yarra
2542,Fitzroy,850000.0,22/05/2016,Yarra
2543,Fitzroy,790000.0,22/08/2016,Yarra
2544,Fitzroy,1122000.0,22/08/2016,Yarra
2545,Fitzroy,660000.0,23/04/2016,Yarra
2546,Fitzroy,1300000.0,24/09/2016,Yarra
2547,Fitzroy,420000.0,25/02/2017,Yarra
2548,Fitzroy,715000.0,26/07/2016,Yarra
2549,Fitzroy,458000.0,27/06/2016,Yarra
2550,Fitzroy,800000.0,27/06/2016,Yarra
2551,Fitzroy,710000.0,27/06/2016,Yarra
2552,Fitzroy,630000.0,27/06/2016,Yarra
2553,Fitzroy,4011000.0,27/11/2016,Yarra
2554,Fitzroy,677000.0,27/11/2016,Yarra
2555,Fitzroy North,700000.0,3/09/2016,Yarra
2556,Fitzroy North,860000.0,3/09/2016,Yarra
2557,Fitzroy North,870000.0,3/09/2016,Yarra
2558,Fitzroy North,1116000.0,3/09/2016,Yarra
2559,Fitzroy North,1450000.0,3/09/2016,Yarra
2560,Fitzroy North,930000.0,3/09/2016,Yarra
2561,Fitzroy North,700000.0,4/03/2017,Yarra
2562,Fitzroy North,2170000.0,4/03/2017,Yarra
2563,Fitzroy North,358500.0,4/03/2017,Yarra
2564,Fitzroy North,1000000.0,4/03/2017,Yarra
2565,Fitzroy North,770000.0,4/06/2016,Yarra
2566,Fitzroy North,1008000.0,6/08/2016,Yarra
2567,Fitzroy North,1015000.0,8/10/2016,Yarra
2568,Fitzroy North,1371000.0,10/09/2016,Yarra
2569,Fitzroy North,1054000.0,10/09/2016,Yarra
2570,Fitzroy North,1055000.0,10/12/2016,Yarra
2571,Fitzroy North,720000.0,10/12/2016,Yarra
2572,Fitzroy North,1286000.0,10/12/2016,Yarra
2573,Fitzroy North,1655000.0,10/12/2016,Yarra
2574,Fitzroy North,1181000.0,10/12/2016,Yarra
2575,Fitzroy North,1600000.0,10/12/2016,Yarra
2576,Fitzroy North,2875000.0,11/03/2017,Moreland
2577,Fitzroy North,990000.0,12/06/2016,Yarra
2578,Fitzroy North,1950000.0,14/05/2016,Yarra
2579,Fitzroy North,3400000.0,14/05/2016,Yarra
2580,Fitzroy North,1785000.0,14/05/2016,Yarra
2581,Fitzroy North,1315000.0,15/10/2016,Yarra
2582,Fitzroy North,1210000.0,15/10/2016,Yarra
2583,Fitzroy North,1275000.0,16/04/2016,Yarra
2584,Fitzroy North,1141000.0,16/04/2016,Moreland
2585,Fitzroy North,1255000.0,18/03/2017,Yarra
2586,Fitzroy North,1700000.0,18/03/2017,Yarra
2587,Fitzroy North,1290000.0,18/03/2017,Yarra
2588,Fitzroy North,750000.0,18/03/2017,Yarra
2589,Fitzroy North,674000.0,18/03/2017,Yarra
2590,Fitzroy North,675000.0,18/03/2017,Yarra
2591,Fitzroy North,1700000.0,18/03/2017,Yarra
2592,Fitzroy North,875000.0,18/06/2016,Yarra
2593,Fitzroy North,1080000.0,19/11/2016,Yarra
2594,Fitzroy North,1851000.0,19/11/2016,Yarra
2595,Fitzroy North,1222500.0,19/11/2016,Moreland
2596,Fitzroy North,330000.0,19/11/2016,Yarra
2597,Fitzroy North,1232000.0,19/11/2016,Yarra
2598,Fitzroy North,899000.0,22/05/2016,Yarra
2599,Fitzroy North,2300000.0,23/04/2016,Yarra
2600,Fitzroy North,937500.0,23/04/2016,Yarra
2601,Fitzroy North,1710000.0,24/09/2016,Yarra
2602,Fitzroy North,1600000.0,25/02/2017,Yarra
2603,Fitzroy North,1300000.0,26/07/2016,Yarra
2604,Fitzroy North,2300000.0,27/11/2016,Yarra
2605,Fitzroy North,490000.0,27/11/2016,Yarra
2606,Fitzroy North,1300000.0,27/11/2016,Yarra
2607,Fitzroy North,1300000.0,27/11/2016,Yarra
2608,Fitzroy North,2150000.0,27/11/2016,Yarra
2609,Fitzroy North,775000.0,28/05/2016,Yarra
2610,Fitzroy North,1581000.0,28/05/2016,Yarra
2611,Fitzroy North,602000.0,28/08/2016,Yarra
2612,Fitzroy North,650000.0,28/08/2016,Yarra
2613,Fitzroy North,1283000.0,28/08/2016,Yarra
2614,Fitzroy North,1450000.0,28/08/2016,Yarra
2615,Fitzroy North,1325000.0,28/08/2016,Yarra
2616,Flemington,865500.0,3/09/2016,Moonee Valley
2617,Flemington,365000.0,3/12/2016,Moonee Valley
2618,Flemington,380000.0,4/03/2017,Moonee Valley
2619,Flemington,425000.0,4/03/2017,Moonee Valley
2620,Flemington,280000.0,4/03/2017,Moonee Valley
2621,Flemington,870000.0,8/10/2016,Moonee Valley
2622,Flemington,391000.0,8/10/2016,Moonee Valley
2623,Flemington,715000.0,8/10/2016,Moonee Valley
2624,Flemington,1130000.0,8/10/2016,Moonee Valley
2625,Flemington,1110000.0,8/10/2016,Moonee Valley
2626,Flemington,950000.0,10/09/2016,Moonee Valley
2627,Flemington,918000.0,10/09/2016,Moonee Valley
2628,Flemington,730000.0,10/09/2016,Moonee Valley
2629,Flemington,360000.0,10/12/2016,Moonee Valley
2630,Flemington,855000.0,10/12/2016,Moonee Valley
2631,Flemington,860000.0,12/11/2016,Moonee Valley
2632,Flemington,1012000.0,13/08/2016,Moonee Valley
2633,Flemington,885000.0,13/08/2016,Moonee Valley
2634,Flemington,1315000.0,13/08/2016,Moonee Valley
2635,Flemington,1700000.0,14/05/2016,Moonee Valley
2636,Flemington,1205000.0,15/10/2016,Moonee Valley
2637,Flemington,395000.0,15/10/2016,Moonee Valley
2638,Flemington,476000.0,15/10/2016,Moonee Valley
2639,Flemington,250000.0,16/04/2016,Moonee Valley
2640,Flemington,556000.0,16/07/2016,Moonee Valley
2641,Flemington,845000.0,18/03/2017,Moonee Valley
2642,Flemington,345000.0,18/06/2016,Moonee Valley
2643,Flemington,1100000.0,18/06/2016,Moonee Valley
2644,Flemington,957000.0,22/05/2016,Melbourne
2645,Flemington,991000.0,23/04/2016,Moonee Valley
2646,Flemington,850000.0,24/09/2016,Moonee Valley
2647,Flemington,395000.0,25/02/2017,Moonee Valley
2648,Flemington,350000.0,26/07/2016,Moonee Valley
2649,Flemington,1115000.0,27/11/2016,Moonee Valley
2650,Flemington,420500.0,28/05/2016,Moonee Valley
2651,Footscray,585000.0,3/09/2016,Maribyrnong
2652,Footscray,85000.0,3/09/2016,Maribyrnong
2653,Footscray,1225000.0,3/12/2016,Maribyrnong
2654,Footscray,431000.0,3/12/2016,Maribyrnong
2655,Footscray,1003000.0,3/12/2016,Maribyrnong
2656,Footscray,840000.0,3/12/2016,Maribyrnong
2657,Footscray,1362000.0,3/12/2016,Maribyrnong
2658,Footscray,977000.0,3/12/2016,Maribyrnong
2659,Footscray,216000.0,4/02/2016,Maribyrnong
2660,Footscray,876000.0,4/03/2017,Maribyrnong
2661,Footscray,227000.0,4/03/2017,Maribyrnong
2662,Footscray,841000.0,4/03/2017,Maribyrnong
2663,Footscray,605000.0,4/03/2017,Maribyrnong
2664,Footscray,305000.0,4/03/2017,Maribyrnong
2665,Footscray,480000.0,6/08/2016,Maribyrnong
2666,Footscray,357000.0,6/08/2016,Maribyrnong
2667,Footscray,910000.0,6/08/2016,Maribyrnong
2668,Footscray,291000.0,7/05/2016,Maribyrnong
2669,Footscray,375000.0,7/05/2016,Maribyrnong
2670,Footscray,752000.0,7/05/2016,Maribyrnong
2671,Footscray,1155000.0,7/11/2016,Maribyrnong
2672,Footscray,930000.0,8/10/2016,Maribyrnong
2673,Footscray,490000.0,8/10/2016,Maribyrnong
2674,Footscray,853000.0,8/10/2016,Maribyrnong
2675,Footscray,1290000.0,8/10/2016,Maribyrnong
2676,Footscray,480000.0,8/10/2016,Maribyrnong
2677,Footscray,775000.0,8/10/2016,Maribyrnong
2678,Footscray,900000.0,10/12/2016,Maribyrnong
2679,Footscray,281000.0,10/12/2016,Maribyrnong
2680,Footscray,1300000.0,10/12/2016,Maribyrnong
2681,Footscray,714000.0,10/12/2016,Maribyrnong
2682,Footscray,775000.0,10/12/2016,Maribyrnong
2683,Footscray,950000.0,11/02/2017,Maribyrnong
2684,Footscray,674000.0,11/02/2017,Maribyrnong
2685,Footscray,760000.0,12/06/2016,Maribyrnong
2686,Footscray,420000.0,12/06/2016,Maribyrnong
2687,Footscray,560000.0,12/11/2016,Maribyrnong
2688,Footscray,575000.0,12/11/2016,Maribyrnong
2689,Footscray,1100000.0,13/08/2016,Maribyrnong
2690,Footscray,932000.0,13/08/2016,Maribyrnong
2691,Footscray,780000.0,14/05/2016,Maribyrnong
2692,Footscray,295000.0,15/10/2016,Maribyrnong
2693,Footscray,433000.0,15/10/2016,Maribyrnong
2694,Footscray,410000.0,15/10/2016,Maribyrnong
2695,Footscray,1170000.0,15/10/2016,Maribyrnong
2696,Footscray,375000.0,16/04/2016,Maribyrnong
2697,Footscray,615000.0,16/04/2016,Maribyrnong
2698,Footscray,747000.0,16/07/2016,Maribyrnong
2699,Footscray,275000.0,16/07/2016,Maribyrnong
2700,Footscray,1045000.0,16/07/2016,Maribyrnong
2701,Footscray,775000.0,16/07/2016,Maribyrnong
2702,Footscray,571000.0,16/07/2016,Maribyrnong
2703,Footscray,310000.0,17/09/2016,Maribyrnong
2704,Footscray,305000.0,17/09/2016,Maribyrnong
2705,Footscray,860500.0,17/09/2016,Maribyrnong
2706,Footscray,820000.0,18/03/2017,Maribyrnong
2707,Footscray,210000.0,18/03/2017,Maribyrnong
2708,Footscray,875000.0,18/03/2017,Maribyrnong
2709,Footscray,370000.0,18/06/2016,Maribyrnong
2710,Footscray,711000.0,18/06/2016,Maribyrnong
2711,Footscray,665000.0,18/06/2016,Maribyrnong
2712,Footscray,690500.0,19/11/2016,Maribyrnong
2713,Footscray,747000.0,19/11/2016,Maribyrnong
2714,Footscray,858000.0,22/05/2016,Maribyrnong
2715,Footscray,699000.0,22/08/2016,Maribyrnong
2716,Footscray,835000.0,22/08/2016,Maribyrnong
2717,Footscray,661000.0,22/08/2016,Maribyrnong
2718,Footscray,757500.0,22/08/2016,Maribyrnong
2719,Footscray,282000.0,24/09/2016,Maribyrnong
2720,Footscray,699000.0,24/09/2016,Maribyrnong
2721,Footscray,850000.0,25/02/2017,Maribyrnong
2722,Footscray,315000.0,25/02/2017,Maribyrnong
2723,Footscray,740000.0,25/02/2017,Maribyrnong
2724,Footscray,360000.0,25/02/2017,Maribyrnong
2725,Footscray,980000.0,26/07/2016,Maribyrnong
2726,Footscray,561000.0,27/06/2016,Maribyrnong
2727,Footscray,316000.0,27/06/2016,Maribyrnong
2728,Footscray,800000.0,27/06/2016,Maribyrnong
2729,Footscray,760000.0,27/06/2016,Maribyrnong
2730,Footscray,735000.0,27/06/2016,Maribyrnong
2731,Footscray,823000.0,27/06/2016,Maribyrnong
2732,Footscray,1225000.0,27/11/2016,Maribyrnong
2733,Footscray,296000.0,27/11/2016,Maribyrnong
2734,Footscray,886500.0,27/11/2016,Maribyrnong
2735,Footscray,767500.0,28/05/2016,Maribyrnong
2736,Footscray,395000.0,28/05/2016,Maribyrnong
2737,Footscray,815000.0,28/05/2016,Maribyrnong
2738,Footscray,757000.0,28/08/2016,Maribyrnong
2739,Footscray,1450000.0,28/08/2016,Maribyrnong
2740,Footscray,745000.0,30/07/2016,Maribyrnong
2741,Footscray,716000.0,30/07/2016,Maribyrnong
2742,Glen Iris,1735000.0,3/09/2016,Boroondara
2743,Glen Iris,1699000.0,3/09/2016,Boroondara
2744,Glen Iris,3400000.0,3/09/2016,Stonnington
2745,Glen Iris,3730000.0,3/09/2016,Stonnington
2746,Glen Iris,1800000.0,3/12/2016,Boroondara
2747,Glen Iris,1998000.0,3/12/2016,Boroondara
2748,Glen Iris,671000.0,4/03/2017,Boroondara
2749,Glen Iris,3110000.0,4/03/2017,Stonnington
2750,Glen Iris,1780000.0,4/03/2017,Boroondara
2751,Glen Iris,1425000.0,4/03/2017,Boroondara
2752,Glen Iris,1530000.0,4/06/2016,Boroondara
2753,Glen Iris,1900000.0,4/06/2016,Boroondara
2754,Glen Iris,1500000.0,4/06/2016,Boroondara
2755,Glen Iris,1360000.0,4/06/2016,Boroondara
2756,Glen Iris,2175000.0,4/06/2016,Boroondara
2757,Glen Iris,2325000.0,4/06/2016,Boroondara
2758,Glen Iris,2538000.0,6/08/2016,Boroondara
2759,Glen Iris,2300000.0,6/08/2016,Boroondara
2760,Glen Iris,550000.0,7/05/2016,Stonnington
2761,Glen Iris,1600000.0,7/05/2016,Boroondara
2762,Glen Iris,2100000.0,7/05/2016,Boroondara
2763,Glen Iris,2115000.0,7/05/2016,Boroondara
2764,Glen Iris,1700000.0,7/05/2016,Boroondara
2765,Glen Iris,3500000.0,7/05/2016,Stonnington
2766,Glen Iris,1750000.0,7/05/2016,Boroondara
2767,Glen Iris,967500.0,7/11/2016,Boroondara
2768,Glen Iris,2077000.0,7/11/2016,Boroondara
2769,Glen Iris,2850000.0,7/11/2016,Boroondara
2770,Glen Iris,411000.0,8/10/2016,Stonnington
2771,Glen Iris,1222000.0,8/10/2016,Boroondara
2772,Glen Iris,1550000.0,8/10/2016,Boroondara
2773,Glen Iris,1660000.0,10/09/2016,Boroondara
2774,Glen Iris,2250000.0,10/09/2016,Boroondara
2775,Glen Iris,1162000.0,10/09/2016,Boroondara
2776,Glen Iris,2020000.0,10/09/2016,Boroondara
